AMC,AMFICode,Scheme Name,Scheme Type,AMFI Scheme Category,Scheme NAV Name,Scheme Category,Sub Category,Fundtype,PlanType,ISIN Div Payout / ISIN Growth,ISIN Div Reinvestment,Launch Date,Closure Date,Scheme Minimum Amount,isPrimary
ICICI Prudential Asset Management Company Limited,142353,ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan G,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan G - Direct Plan Dividend Option,,Income,DE,Direct,,,23-Jan-2018,,5000.0,N
ICICI Prudential Asset Management Company Limited,142354,ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan G,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan G - Dividend Option,,Income,DE,Regular,,,23-Jan-2018,,5000.0,N
ICICI Prudential Asset Management Company Limited,142355,ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan G,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan G - Quarterly IDCW Option,,Income,DE,Regular,INF109KC1457,,23-Jan-2018,,5000.0,N
ICICI Prudential Asset Management Company Limited,142356,ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan G,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan G - Direct Plan Quarterly Dividend Option,,Income,DE,Direct,INF109KC1481,,23-Jan-2018,,5000.0,N
ICICI Prudential Asset Management Company Limited,142357,ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan G,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan G - Direct Plan Cumulative Option,,Income,DE,Direct,INF109KC1465,,23-Jan-2018,,5000.0,N
ICICI Prudential Asset Management Company Limited,142358,ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan G,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan G - Half Yearly IDCW Option,,Income,DE,Regular,INF109KC1440,,23-Jan-2018,,5000.0,N
ICICI Prudential Asset Management Company Limited,142359,ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan G,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1223 Days Plan G - Direct Plan Half Yearly IDCW Option,,Income,DE,Direct,INF109KC1473,,23-Jan-2018,,5000.0,N
UTI Asset Mgmt. Co. Ltd.,142361,UTI - FTIF SERIES XXVIII - PLAN VIII (1171 DAYS),Close Ended,Income,UTI FTIF Series XXVIII-VIII (1171 Days) - Direct Plan - Growth Option,,Income,DE,Direct,INF789FC11H8,,29-Jan-2018,,5000.0,Y
UTI Asset Mgmt. Co. Ltd.,142362,UTI - FTIF SERIES XXVIII - PLAN VIII (1171 DAYS),Close Ended,Income,UTI FTIF SERIES XXVIII - PLAN VIII (1171 DAYS) - Direct Plan - Quarterly IDCW,,Income,DE,Direct,INF789FC18G5,,29-Jan-2018,,5000.0,N
UTI Asset Mgmt. Co. Ltd.,142365,UTI - FTIF SERIES XXVIII - PLAN VIII (1171 DAYS),Close Ended,Income,UTI FTIF Series XXVIII-VIII (1171 Days) - Regular Plan - Growth Option,,Income,DE,Regular,INF789FC16G9,,29-Jan-2018,,5000.0,Y
UTI Asset Mgmt. Co. Ltd.,142366,UTI - FTIF SERIES XXVIII - PLAN VIII (1171 DAYS),Close Ended,Income,UTI FTIF SERIES XXVIII - PLAN VIII (1171 DAYS) - Regular Plan - Quarterly IDCW,,Income,DE,Regular,INF789FC13G6,,29-Jan-2018,,5000.0,Y
UTI Asset Mgmt. Co. Ltd.,142367,UTI - FTIF SERIES XXVIII - PLAN VIII (1171 DAYS),Close Ended,Income,UTI FTIF SERIES XXVIII - PLAN VIII (1171 DAYS) - Regular Plan - Maturity IDCW,,Income,DE,Regular,INF789FC15G1,,29-Jan-2018,,5000.0,Y
ICICI Prudential Asset Management Company Limited,142379,ICICI Prudential Multiple Yield Fund - Series 14 - Plan A 1228 Days,Close Ended,Income,ICICI Prudential Multiple Yield Fund - Series 14 - Plan A 1228 Days Direct Plan IDCW Option,,Income,DE,Direct,INF109KC1663,,01-Feb-2018,,5000.0,N
ICICI Prudential Asset Management Company Limited,142380,ICICI Prudential Multiple Yield Fund - Series 14 - Plan A 1228 Days,Close Ended,Income,ICICI Prudential Multiple Yield Fund - Series 14 - Plan A 1228 Days IDCW Option,,Income,DE,Regular,INF109KC1648,,01-Feb-2018,,5000.0,N
ICICI Prudential Asset Management Company Limited,142381,ICICI Prudential Multiple Yield Fund - Series 14 - Plan A 1228 Days,Close Ended,Income,ICICI Prudential Multiple Yield Fund - Series 14 - Plan A 1228 Days Cumulative Option,,Income,DE,Regular,INF109KC1630,,01-Feb-2018,,5000.0,N
ICICI Prudential Asset Management Company Limited,142382,ICICI Prudential Multiple Yield Fund - Series 14 - Plan A 1228 Days,Close Ended,Income,ICICI Prudential Multiple Yield Fund - Series 14 - Plan A 1228 Days Direct Plan Cumulative Option,,Income,DE,Direct,INF109KC1655,,01-Feb-2018,,5000.0,N
Edelweiss Asset Management Limited,142383,Edelweiss Recently Listed IPO Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Edelweiss Recently Listed IPO Fund Regular Plan Growth,Equity,Sectoral/ Thematic,DE,Regular,INF754K01MH2,,02-Feb-2018,,5000.0,Y
Edelweiss Asset Management Limited,142384,Edelweiss Recently Listed IPO Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Edelweiss Recently Listed IPO Fund REGULAR PLAN - IDCW Option,Equity,Sectoral/ Thematic,DE,Regular,INF754K01MI0,INF754K01MJ8,02-Feb-2018,,5000.0,Y
Edelweiss Asset Management Limited,142386,Edelweiss Recently Listed IPO Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Edelweiss Recently Listed IPO Fund - DIRECT PLAN - IDCW Option,Equity,Sectoral/ Thematic,DE,Direct,INF754K01MM2,INF754K01MN0,02-Feb-2018,,5000.0,N
Edelweiss Asset Management Limited,142388,Edelweiss Recently Listed IPO Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Edelweiss Recently Listed IPO Fund Direct Plan Growth,Equity,Sectoral/ Thematic,DE,Direct,INF754K01ML4,,02-Feb-2018,,5000.0,Y
Kotak Mahindra Asset Management Company Limited.,142403,Kotak FMP Series 216,Close Ended,Income,Kotak FMP Series 216 - Direct Plan-Payout of Income Distribution cum capital withdrawal Option,,Income,DE,Direct,INF174K016S5,,01-Feb-2018,,200000000.0,N
Kotak Mahindra Asset Management Company Limited.,142404,Kotak FMP Series 216,Close Ended,Income,Kotak FMP Series 216-Direct Plan-Growth Option,,Income,DE,Direct,INF174K015S7,,01-Feb-2018,,200000000.0,Y
Kotak Mahindra Asset Management Company Limited.,142405,Kotak FMP Series 216,Close Ended,Income,Kotak FMP Series 216-Regular Plan- Payout of Income Distribution cum capital withdrawal Option,,Income,DE,Regular,INF174K014S0,,01-Feb-2018,,200000000.0,Y
Kotak Mahindra Asset Management Company Limited.,142406,Kotak FMP Series 216,Close Ended,Income,Kotak FMP Series 216-Regular Plan-Growth Option,,Income,DE,Regular,INF174K013S2,,01-Feb-2018,,200000000.0,Y
ICICI Prudential Asset Management Company Limited,142407,ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan I,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan I - Direct Plan Quarterly Dividend Option,,Income,DE,Direct,INF109KC1721,,03-Feb-2018,,5000.0,N
ICICI Prudential Asset Management Company Limited,142408,ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan I,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan I - Direct Plan Half Yearly Dividend Option,,Income,DE,Direct,INF109KC1713,,03-Feb-2018,,5000.0,N
ICICI Prudential Asset Management Company Limited,142409,ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan I,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan I - Dividend Option,,Income,DE,Regular,,,03-Feb-2018,,5000.0,N
ICICI Prudential Asset Management Company Limited,142410,ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan I,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan I - Quarterly Dividend Option,,Income,DE,Regular,INF109KC1697,,03-Feb-2018,,5000.0,N
ICICI Prudential Asset Management Company Limited,142411,ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan I,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan I - Half Yearly Dividend Option,,Income,DE,Regular,INF109KC1689,,03-Feb-2018,,5000.0,N
ICICI Prudential Asset Management Company Limited,142412,ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan I,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan I - Direct Plan Cumulative Option,,Income,DE,Direct,INF109KC1705,,03-Feb-2018,,5000.0,N
ICICI Prudential Asset Management Company Limited,142413,ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan I,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan I - Cumulative Option,,Income,DE,Regular,INF109KC1671,,03-Feb-2018,,5000.0,N
ICICI Prudential Asset Management Company Limited,142414,ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan I,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan I - Direct Plan Dividend Option,,Income,DE,Direct,,,03-Feb-2018,,5000.0,N
Kotak Mahindra Asset Management Company Limited.,142415,Kotak India Growth Fund Series 4,Close Ended,Growth,Kotak India Growth Fund Series 4-Direct Plan-ayout of Income Distribution cum capital withdrawal option,,Growth,DE,Direct,INF174KA1GG6,,29-Jan-2018,,100000000.0,Y
Kotak Mahindra Asset Management Company Limited.,142416,Kotak India Growth Fund Series 4,Close Ended,Growth,Kotak India Growth Fund Series 4-Regular Plan-ayout of Income Distribution cum capital withdrawal option,,Growth,DE,Regular,INF174KA1GE1,,29-Jan-2018,,100000000.0,Y
Kotak Mahindra Asset Management Company Limited.,142417,Kotak India Growth Fund Series 4,Close Ended,Growth,Kotak India Growth Fund Series 4 - Regular Plan- Growth option,,Growth,DE,Regular,INF174KA1GD3,,29-Jan-2018,,100000000.0,Y
Kotak Mahindra Asset Management Company Limited.,142418,Kotak India Growth Fund Series 4,Close Ended,Growth,Kotak India Growth Fund Series 4-Direct Plan - Growth Option,,Growth,DE,Direct,INF174KA1GF8,,29-Jan-2018,,100000000.0,Y
ICICI Prudential Asset Management Company Limited,142443,ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J - Cumulative Option,,Income,DE,Regular,INF109KC1739,,14-Feb-2018,,5000.0,N
ICICI Prudential Asset Management Company Limited,142444,ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J - Dividend Option,,Income,DE,Regular,,,14-Feb-2018,,5000.0,N
ICICI Prudential Asset Management Company Limited,142445,ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J - Quarterly IDCW Option,,Income,DE,Regular,INF109KC1754,,14-Feb-2018,,5000.0,N
ICICI Prudential Asset Management Company Limited,142446,ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J - Direct Plan Quarterly IDCW Option,,Income,DE,Direct,INF109KC1788,,14-Feb-2018,,5000.0,N
ICICI Prudential Asset Management Company Limited,142447,ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J - Half Yearly IDCW Option,,Income,DE,Regular,INF109KC1747,,14-Feb-2018,,5000.0,N
ICICI Prudential Asset Management Company Limited,142448,ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J - Direct Plan Half Yearly IDCW Option,,Income,DE,Direct,INF109KC1770,,14-Feb-2018,,5000.0,N
ICICI Prudential Asset Management Company Limited,142449,ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J - Direct Plan Dividend Option,,Income,DE,Direct,,,14-Feb-2018,,5000.0,N
ICICI Prudential Asset Management Company Limited,142450,ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J - Direct Plan Cumulative Option,,Income,DE,Direct,INF109KC1762,,14-Feb-2018,,5000.0,N
Nippon Life India Asset Management Limited,142451,Nippon India Fixed Horizon Fund XXXVI- Series 1,Close Ended,Growth,Nippon India Fixed Horizon Fund XXXVI- Series 1- Direct Plan-Growth Option,,Growth,DE,Direct,INF204KB1UG0,,09-Feb-2018,,5000.0,Y
Nippon Life India Asset Management Limited,142452,Nippon India Fixed Horizon Fund XXXVI- Series 1,Close Ended,Growth,NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 1 - DIRECT Plan - IDCW Option,,Growth,DE,Direct,INF204KB1UH8,,09-Feb-2018,,5000.0,N
Nippon Life India Asset Management Limited,142453,Nippon India Fixed Horizon Fund XXXVI- Series 1,Close Ended,Growth,NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 1 - IDCW Option,,Growth,DE,Regular,INF204KB1UF2,,09-Feb-2018,,5000.0,N
Nippon Life India Asset Management Limited,142454,Nippon India Fixed Horizon Fund XXXVI- Series 1,Close Ended,Growth,Nippon India Fixed Horizon Fund XXXVI- Series 1- Growth Option,,Growth,DE,Regular,INF204KB1UE5,,09-Feb-2018,,5000.0,Y
Nippon Life India Asset Management Limited,142455,Nippon India Fixed Horizon Fund XXXVI- Series 2,Close Ended,Income,NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 2 - DIRECT Plan - IDCW Option,,Income,DE,Direct,INF204KB1UL0,,12-Feb-2018,,5000.0,N
Nippon Life India Asset Management Limited,142456,Nippon India Fixed Horizon Fund XXXVI- Series 2,Close Ended,Income,NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 2 - IDCW Option,,Income,DE,Regular,INF204KB1UJ4,,12-Feb-2018,,5000.0,N
Nippon Life India Asset Management Limited,142457,Nippon India Fixed Horizon Fund XXXVI- Series 2,Close Ended,Income,Nippon India Fixed Horizon Fund XXXVI- Series 2- Direct Plan-Growth Option,,Income,DE,Direct,INF204KB1UK2,,12-Feb-2018,,5000.0,Y
Nippon Life India Asset Management Limited,142458,Nippon India Fixed Horizon Fund XXXVI- Series 2,Close Ended,Income,Nippon India Fixed Horizon Fund XXXVI- Series 2- Growth Option,,Income,DE,Regular,INF204KB1UI6,,12-Feb-2018,,5000.0,Y
Nippon Life India Asset Management Limited,142462,Nippon India Fixed Horizon Fund XXXVI- Series 3,Close Ended,Income,NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 3 - DIRECT Plan - IDCW Option,,Income,DE,Direct,INF204KB1UP1,,16-Feb-2018,,5000.0,N
Nippon Life India Asset Management Limited,142459,Nippon India Fixed Horizon Fund XXXVI- Series 3,Close Ended,Income,Nippon India Fixed Horizon Fund XXXVI- Series 3- Growth Option,,Income,DE,Regular,INF204KB1UM8,,16-Feb-2018,,5000.0,Y
Nippon Life India Asset Management Limited,142460,Nippon India Fixed Horizon Fund XXXVI- Series 3,Close Ended,Income,NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 3 - IDCW Option,,Income,DE,Regular,INF204KB1UN6,,16-Feb-2018,,5000.0,N
Nippon Life India Asset Management Limited,142461,Nippon India Fixed Horizon Fund XXXVI- Series 3,Close Ended,Income,Nippon India Fixed Horizon Fund XXXVI- Series 3- Direct Plan-Growth Option,,Income,DE,Direct,INF204KB1UO4,,16-Feb-2018,,5000.0,Y
ICICI Prudential Asset Management Company Limited,142463,ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K - Cumulative Option,,Income,DE,Regular,INF109KC1812,,09-Feb-2018,,5000.0,N
ICICI Prudential Asset Management Company Limited,142464,ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K - Dividend Option,,Income,DE,Regular,,,09-Feb-2018,,5000.0,N
ICICI Prudential Asset Management Company Limited,142465,ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K - Direct Plan Cumulative Option,,Income,DE,Direct,INF109KC1846,,09-Feb-2018,,5000.0,N
ICICI Prudential Asset Management Company Limited,142466,ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K - Direct Plan Dividend Option,,Income,DE,Direct,,,09-Feb-2018,,5000.0,N
ICICI Prudential Asset Management Company Limited,142467,ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K - Quarterly IDCW Option,,Income,DE,Regular,INF109KC1838,,09-Feb-2018,,5000.0,N
ICICI Prudential Asset Management Company Limited,142468,ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K - Direct Plan Quarterly IDCW Option,,Income,DE,Direct,INF109KC1861,,09-Feb-2018,,5000.0,N
ICICI Prudential Asset Management Company Limited,142469,ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K - Half Yearly IDCW Option,,Income,DE,Regular,INF109KC1820,,09-Feb-2018,,5000.0,N
ICICI Prudential Asset Management Company Limited,142470,ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K - Direct Plan Half Yearly Dividend Option,,Income,DE,Direct,INF109KC1853,,09-Feb-2018,,5000.0,N
ICICI Prudential Asset Management Company Limited,142477,ICICI Prudential Fixed Maturity Plan - Series 82 - 1199 Days Plan L,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1199 Days Plan L - Cumulative Option,,Income,DE,Regular,INF109KC1879,,15-Feb-2018,,500.0,N
ICICI Prudential Asset Management Company Limited,142478,ICICI Prudential Fixed Maturity Plan - Series 82 - 1199 Days Plan L,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1199 Days Plan L - Direct Plan Cumulative Option,,Income,DE,Direct,INF109KC1903,,15-Feb-2018,,500.0,N
ICICI Prudential Asset Management Company Limited,142479,ICICI Prudential Fixed Maturity Plan - Series 82 - 1199 Days Plan L,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1199 Days Plan L - Quarterly Dividend Option,,Income,DE,Regular,INF109KC1895,,15-Feb-2018,,500.0,N
ICICI Prudential Asset Management Company Limited,142480,ICICI Prudential Fixed Maturity Plan - Series 82 - 1199 Days Plan L,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1199 Days Plan L - Direct Plan Quarterly Dividend Option,,Income,DE,Direct,INF109KC1929,,15-Feb-2018,,500.0,N
ICICI Prudential Asset Management Company Limited,142481,ICICI Prudential Fixed Maturity Plan - Series 82 - 1199 Days Plan L,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1199 Days Plan L - Half Yearly IDCW Option,,Income,DE,Regular,INF109KC1887,,15-Feb-2018,,500.0,N
ICICI Prudential Asset Management Company Limited,142482,ICICI Prudential Fixed Maturity Plan - Series 82 - 1199 Days Plan L,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1199 Days Plan L - Direct Plan Dividend Option,,Income,DE,Direct,,,15-Feb-2018,,500.0,N
ICICI Prudential Asset Management Company Limited,142483,ICICI Prudential Fixed Maturity Plan - Series 82 - 1199 Days Plan L,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1199 Days Plan L - Direct Plan Half Yearly IDCW Option,,Income,DE,Direct,INF109KC1911,,15-Feb-2018,,500.0,N
ICICI Prudential Asset Management Company Limited,142484,ICICI Prudential Fixed Maturity Plan - Series 82 - 1199 Days Plan L,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1199 Days Plan L - Dividend Option,,Income,DE,Regular,,,15-Feb-2018,,500.0,N
Nippon Life India Asset Management Limited,142513,Reliance Fixed Horizon Fund XXXVI- Series 4,Close Ended,Income,Reliance Fixed Horizon Fund XXXVI- Series 4- Growth Option,,Income,DE,Regular,INF204KB1UQ9,,26-Feb-2018,,5000.0,Y
Nippon Life India Asset Management Limited,142514,Reliance Fixed Horizon Fund XXXVI- Series 4,Close Ended,Income,Reliance Fixed Horizon Fund XXXVI- Series 4- Direct Plan-Growth Option,,Income,DE,Direct,INF204KB1US5,,26-Feb-2018,,5000.0,Y
Nippon Life India Asset Management Limited,142515,Reliance Fixed Horizon Fund XXXVI- Series 4,Close Ended,Income,Reliance Fixed Horizon Fund XXXVI- Series 4- Dividend Payout Option,,Income,DE,Regular,INF204KB1UR7,,26-Feb-2018,,5000.0,N
Nippon Life India Asset Management Limited,142516,Reliance Fixed Horizon Fund XXXVI- Series 4,Close Ended,Income,Reliance Fixed Horizon Fund XXXVI- Series 4- Direct Plan-Dividend Payout Option,,Income,DE,Direct,INF204KB1UT3,,26-Feb-2018,,5000.0,N
UTI Asset Mgmt. Co. Ltd.,142519,UTI - FTIF SERIES XXVIII - PLAN IX (1168 DAYS),Close Ended,Income,UTI FTIF Series XXVIII-IX (1168 Days) - Regular Plan - Growth Option,,Income,DE,Regular,INF789FC10I8,,20-Feb-2018,,5000.0,Y
UTI Asset Mgmt. Co. Ltd.,142525,UTI - FTIF SERIES XXVIII - PLAN IX (1168 DAYS),Close Ended,Income,UTI FTIF Series XXVIII-IX (1168 Days) - Direct Plan - Growth Option,,Income,DE,Direct,INF789FC15I7,,20-Feb-2018,,5000.0,Y
UTI Asset Mgmt. Co. Ltd.,142526,UTI - FTIF SERIES XXVIII - PLAN IX (1168 DAYS),Close Ended,Income,UTI FTIF SERIES XXVIII - PLAN IX (1168 DAYS) - Regular Plan - Quarterly IDCW,,Income,DE,Regular,INF789FC17H5,,20-Feb-2018,,5000.0,Y
Kotak Mahindra Asset Management Company Limited.,142527,Kotak FMP Series 217,Close Ended,Income,Kotak FMP Series 217-Direct Plan-Payout of Income Distribution cum capital withdrawal Option,,Income,DE,Direct,INF174K017T1,,15-Feb-2018,,200000000.0,N
Kotak Mahindra Asset Management Company Limited.,142528,Kotak FMP Series 217,Close Ended,Income,Kotak FMP Series 217-Regular Plan-Payout of Income Distribution cum capital withdrawal Option,,Income,DE,Regular,INF174K016T3,,15-Feb-2018,,200000000.0,Y
Kotak Mahindra Asset Management Company Limited.,142529,Kotak FMP Series 217,Close Ended,Income,Kotak FMP Series 217-Regular Plan-Growth Option,,Income,DE,Regular,INF174K015T5,,15-Feb-2018,,200000000.0,Y
Kotak Mahindra Asset Management Company Limited.,142530,Kotak FMP Series 217,Close Ended,Income,Kotak FMP Series 217-Direct Plan-Growth Option,,Income,DE,Direct,INF174K018T9,,15-Feb-2018,,200000000.0,Y
Sundaram Asset Management Company Ltd,142531,SUNDARAM EMERGING SMALL CAP SERIES I,Close Ended,Growth,Sundaram Emerging Small Cap Series I Regular Plan - Growth,,Growth,DE,Regular,INF903JA1CH4,,19-Feb-2018,,5000.0,Y
Sundaram Asset Management Company Ltd,142532,SUNDARAM EMERGING SMALL CAP SERIES I,Close Ended,Growth,Sundaram Emerging Small Cap Series I Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,Growth,DE,Direct,INF903JA1CK8,,19-Feb-2018,,5000.0,N
Sundaram Asset Management Company Ltd,142533,SUNDARAM EMERGING SMALL CAP SERIES I,Close Ended,Growth,Sundaram Emerging Small Cap Series I Direct Plan - Growth,,Growth,DE,Direct,INF903JA1CJ0,,19-Feb-2018,,5000.0,Y
Sundaram Asset Management Company Ltd,142534,SUNDARAM EMERGING SMALL CAP SERIES I,Close Ended,Growth,Sundaram Emerging Small Cap Series I Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,Growth,DE,Regular,INF903JA1CI2,,19-Feb-2018,,5000.0,Y
Franklin Templeton Asset Management (India) Private Limited,142535,Franklin India Fixed Maturity Plans- Series 3 - Plan A(1157 days),Close Ended,Income,Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Growth,,Income,DE,Regular,INF090I01NC4,,26-Feb-2018,,5000.0,Y
Franklin Templeton Asset Management (India) Private Limited,142536,Franklin India Fixed Maturity Plans- Series 3 - Plan A(1157 days),Close Ended,Income,Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Quarterly Dividend,,Income,DE,Regular,INF090I01NE0,,26-Feb-2018,,5000.0,N
Franklin Templeton Asset Management (India) Private Limited,142537,Franklin India Fixed Maturity Plans- Series 3 - Plan A(1157 days),Close Ended,Income,Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Growth-Direct,,Income,DE,Direct,INF090I01NF7,,26-Feb-2018,,5000.0,Y
Franklin Templeton Asset Management (India) Private Limited,142538,Franklin India Fixed Maturity Plans- Series 3 - Plan A(1157 days),Close Ended,Income,Franklin India Fixed Maturity Plans - Series 3 - Plan A 1157 days - IDCW ,,Income,DE,Regular,INF090I01ND2,,26-Feb-2018,,5000.0,N
Franklin Templeton Asset Management (India) Private Limited,142539,Franklin India Fixed Maturity Plans- Series 3 - Plan A(1157 days),Close Ended,Income,Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Dividend Direct,,Income,DE,Direct,INF090I01NG5,,26-Feb-2018,,5000.0,N
Franklin Templeton Asset Management (India) Private Limited,142540,Franklin India Fixed Maturity Plans- Series 3 - Plan A(1157 days),Close Ended,Income,Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Quarterly Dividend- Direct,,Income,DE,Direct,INF090I01NH3,,26-Feb-2018,,5000.0,N
ICICI Prudential Asset Management Company Limited,142541,ICICI Prudential Fixed Maturity Plan Series 82 - 1185 Days Plan M,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan M - Cumulative Option,,Income,DE,Regular,INF109KC1937,,24-Feb-2018,,5000.0,N
ICICI Prudential Asset Management Company Limited,142542,ICICI Prudential Fixed Maturity Plan Series 82 - 1185 Days Plan M,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan M - Direct Plan Quarterly IDCW Option,,Income,DE,Direct,INF109KC1986,,24-Feb-2018,,5000.0,N
